#
# Output is generated by GenSAS 7.x-5.0
#
#Name     : The name of mRNA
#Start    : Start of alignment in subject
#End      : End of alignment in subject
#Match_Start  : Start of alignment in query
#Match_End    : End of alignment in query
#Score        : Row score of the match
#E-value      : E value of the match
#Identity     : Percentage of identical matches
#AL           : Alignment length
Name	Start	End	Score	Accession	Match_ID	Match_Start	Match_End	E-value	Identity	AL
M_mag.00g167870.m01	36	183	446	XP_041364333.1	XP_041364333.1	1	148	9.42e-54	55.405	148
M_mag.00g167880.m01	762	1232	393	XP_042217207.1	XP_042217207.1	69	580	2.32e-37	34.353	556
M_mag.00g167930.m01	436	556	484	XP_042217208.1	XP_042217208.1	1	128	7.48e-55	74.219	128
M_mag.00g168010.m01	21	62	135	XP_042863223.1	XP_042863223.1	1	42	6.13e-09	59.524	42
M_mag.00g168060.m01	571	616	187	XP_042221303.1	XP_042221303.1	1	46	2.83e-16	78.261	46
M_mag.00g168070.m01	504	540	161	XP_042221303.1	XP_042221303.1	5	41	7.12e-13	78.378	37
M_mag.00g168080.m01	61	105	199	XP_042221303.1	XP_042221303.1	1	45	6.90e-18	82.222	45
M_mag.00g168090.m01	34	125	472	XP_037776883.1	XP_037776883.1	27	118	3.57e-54	90.217	92
M_mag.00g168120.m01	15	461	1413	XP_042217339.1	XP_042217339.1	7	434	0.0	74.058	451
M_mag.00g168220.m01	381	474	442	XP_042213180.1	XP_042213180.1	1	94	2.25e-51	84.043	94
M_mag.00g168230.m01	1	301	931	XP_027207665.1	XP_027207665.1	1	301	2.76e-120	75.415	301
M_mag.00g168330.m01	86	283	163	XP_027229741.1	XP_027229741.1	12	213	1.04e-10	27.885	208
M_mag.00g168350.m01	1323	1389	316	XP_042213245.1	XP_042213245.1	7	73	3.09e-33	88.060	67
M_mag.00g168390.m01	96	425	457	XP_027223266.1	XP_027223266.1	44	379	2.53e-50	35.207	338
M_mag.00g168410.m01	1	752	3378	XP_042231917.1	XP_042231917.1	1	754	0.0	87.135	754
M_mag.00g168420.m01	777	1379	2479	XP_037787943.1	XP_037787943.1	1	633	0.0	79.621	633
M_mag.00g168440.m01	26	372	1549	XP_042241799.1	XP_042241799.1	1	347	0.0	77.810	347
M_mag.00g168450.m01	1	96	380	XP_027229282.1	XP_027229282.1	1	96	9.04e-47	72.917	96
M_mag.00g168460.m01	205	258	164	XP_023345191.1	XP_023345191.1	22	64	3.12e-13	64.815	54
M_mag.00g168470.m01	33	90	283	XP_042241843.1	XP_042241843.1	1	58	6.44e-31	89.655	58
M_mag.00g168510.m01	138	166	145	XP_040577594.1	XP_040577594.1	1	29	4.14e-11	96.552	29
M_mag.00g168520.m01	241	304	209	XP_042240570.1	XP_042240570.1	21	86	1.40e-18	78.788	66
M_mag.00g168670.m01	1553	1779	304	XP_042211627.1	XP_042211627.1	7	180	7.56e-30	41.202	233
M_mag.00g168690.m01	103	256	293	XP_037777451.1	XP_037777451.1	31	183	1.43e-26	43.871	155
M_mag.00g168910.m01	1026	1083	245	XP_042211628.1	XP_042211628.1	1	59	6.74e-24	84.746	59
M_mag.00g169190.m01	8	102	425	XP_042226688.1	XP_042226688.1	11	105	1.57e-50	80.000	95
M_mag.00g169200.m01	106	405	986	XP_042220976.1	XP_042220976.1	1	294	4.54e-131	64.000	300
M_mag.00g169250.m01	1	137	159	XP_042240650.1	XP_042240650.1	1	101	8.72e-12	45.255	137
M_mag.00g169270.m01	212	269	265	XP_042242191.1	XP_042242191.1	1	58	5.08e-28	81.034	58
M_mag.00g169280.m01	99	146	222	XP_042864547.1	XP_042864547.1	2	49	7.13e-22	83.333	48
M_mag.00g169300.m01	610	663	260	XP_027219435.1	XP_027219435.1	1	54	4.69e-26	81.481	54
M_mag.00g169310.m01	567	610	207	XP_042242171.1	XP_042242171.1	15	58	8.01e-19	88.636	44
M_mag.00g169320.m01	297	408	570	XP_027219435.1	XP_027219435.1	1	110	3.48e-68	93.750	112
M_mag.00g169330.m01	40	429	1127	XP_041469949.1	XP_041469949.1	3	388	1.78e-143	53.077	390
M_mag.00g169370.m01	518	549	157	XP_042241955.1	XP_042241955.1	45	76	2.41e-09	87.500	32
M_mag.00g169430.m01	1745	1810	170	XP_027211816.1	XP_027211816.1	43	105	1.19e-12	60.606	66
M_mag.00g169440.m01	995	1089	232	XP_037777608.1	XP_037777608.1	1	100	2.09e-21	59.813	107
M_mag.00g169450.m01	352	467	436	XP_027211816.1	XP_027211816.1	43	157	1.70e-47	73.276	116
M_mag.00g169520.m01	1	101	263	XP_042870983.1	XP_042870983.1	1	100	5.26e-27	66.337	101
M_mag.00g169530.m01	332	438	523	XP_042870978.1	XP_042870978.1	1	107	9.00e-64	91.589	107
M_mag.00g169540.m01	1	59	275	XP_042240555.1	XP_042240555.1	1	59	2.29e-29	76.271	59
M_mag.00g169550.m01	30	95	228	XP_042240767.1	XP_042240767.1	2	67	1.28e-22	77.273	66
M_mag.00g169570.m01	368	432	261	XP_042241893.1	XP_042241893.1	1	65	4.55e-26	81.538	65
M_mag.00g169630.m01	1	325	801	XP_042871585.1	XP_042871585.1	31	337	2.99e-98	56.135	326
M_mag.00g169650.m01	201	300	184	XP_037777210.1	XP_037777210.1	46	140	3.06e-14	47.000	100
M_mag.00g169660.m01	1085	1176	409	XP_042873212.1	XP_042873212.1	1	92	1.94e-45	73.913	92
M_mag.00g169680.m01	674	834	588	XP_042240544.1	XP_042240544.1	2	162	2.50e-69	70.186	161
M_mag.00g169690.m01	981	1079	168	XP_042240327.1	XP_042240327.1	19	118	2.28e-12	43.564	101
M_mag.00g169700.m01	22	201	407	XP_042240327.1	XP_042240327.1	18	188	4.85e-40	53.889	180
M_mag.00g169710.m01	585	665	179	XP_037786027.1	XP_037786027.1	2	94	3.18e-14	45.161	93
M_mag.00g169720.m01	70	781	2785	XP_042240372.1	XP_042240372.1	1	704	0.0	87.781	712
M_mag.00g169730.m01	1785	2015	457	XP_041480387.1	XP_041480387.1	34	263	4.59e-49	44.872	234
M_mag.00g169790.m01	448	552	305	XP_042889471.1	XP_042889471.1	3	108	1.03e-26	68.519	108
M_mag.00g169820.m01	64	207	383	XP_042210755.1	XP_042210755.1	1	145	7.69e-45	59.310	145
M_mag.00g169840.m01	1	59	137	XP_042240752.1	XP_042240752.1	8	66	3.74e-09	74.576	59
M_mag.00g169870.m01	144	212	239	XP_042240347.1	XP_042240347.1	1	69	1.57e-24	62.319	69
M_mag.00g169880.m01	193	238	207	XP_042864177.1	XP_042864177.1	1	46	7.84e-20	93.478	46
M_mag.00g169920.m01	2425	2477	263	XP_042885233.1	XP_042885233.1	1	53	2.08e-26	84.906	53
M_mag.00g169930.m01	2215	2272	297	XP_042240341.1	XP_042240341.1	8	65	9.10e-31	86.207	58
M_mag.00g169940.m01	132	233	181	XP_027209302.1	XP_027209302.1	38	143	4.76e-14	38.679	106
M_mag.00g169990.m01	488	566	319	XP_042213163.1	XP_042213163.1	1	79	1.35e-33	78.481	79
M_mag.00g170000.m01	615	666	149	XP_027227498.1	XP_027227498.1	3	54	5.15e-11	55.769	52
M_mag.00g170020.m01	336	359	136	XP_042213169.1	XP_042213169.1	1	24	8.72e-10	95.833	24
M_mag.00g170030.m01	249	296	184	XP_042213168.1	XP_042213168.1	1	48	8.59e-16	62.500	48
M_mag.00g170070.m01	1	376	1746	XP_042240355.1	XP_042240355.1	1	376	0.0	86.968	376
M_mag.00g170080.m01	600	1065	838	XP_033100281.1	XP_033100281.1	808	1254	1.25e-91	37.500	496
M_mag.00g170100.m01	51	497	2034	XP_037777226.1	XP_037777226.1	22	468	0.0	97.987	447
M_mag.00g170110.m01	703	760	345	XP_037777222.1	XP_037777222.1	1	58	5.25e-37	100.000	58
M_mag.00g170120.m01	765	1290	2703	XP_042238004.1	XP_042238004.1	6	531	0.0	92.966	526
M_mag.00g170130.m01	2188	2495	1402	XP_027229576.1	XP_027229576.1	2	309	1.28e-175	88.312	308
M_mag.00g170140.m01	22	462	1563	XP_042240824.1	XP_042240824.1	1	444	0.0	71.685	445
M_mag.00g170200.m01	1	72	226	XP_042240821.1	XP_042240821.1	1	74	1.41e-19	59.459	74
M_mag.00g170210.m01	330	710	765	XP_042240822.1	XP_042240822.1	1	383	8.75e-93	55.981	418
M_mag.00g170220.m01	27	114	439	XP_027228412.1	XP_027228412.1	1	88	1.15e-51	92.045	88
M_mag.00g170240.m01	57	122	218	XP_042240583.1	XP_042240583.1	1	66	2.95e-22	59.091	66
M_mag.00g170260.m01	43	136	280	XP_042240701.1	XP_042240701.1	1	95	1.98e-28	60.000	95
M_mag.00g170290.m01	491	631	610	XP_042243457.1	XP_042243457.1	1	141	1.98e-73	77.305	141
M_mag.00g170450.m01	53	197	315	XP_006814016.1	XP_006814016.1	181	325	4.32e-30	46.897	145
M_mag.00g170460.m01	681	1115	948	XP_043217780.1	XP_043217780.1	2	436	1.83e-112	48.643	442
M_mag.00g170480.m01	196	314	373	XP_042242181.1	XP_042242181.1	80	198	1.23e-35	56.303	119
M_mag.00g170640.m01	13	293	444	XP_042877570.1	XP_042877570.1	73	368	7.89e-50	28.378	296
M_mag.00g170740.m01	74	129	265	XP_042894290.1	XP_042894290.1	1	56	4.80e-27	78.571	56
M_mag.00g170750.m01	28	79	211	XP_027218083.1	XP_027218083.1	1	53	1.87e-19	69.811	53
M_mag.00g170780.m01	61	144	164	XP_037802695.1	XP_037802695.1	1	84	2.96e-12	45.238	84
M_mag.00g170790.m01	2	453	2097	XP_042213221.1	XP_042213221.1	8	465	0.0	86.797	462
M_mag.00g170800.m01	9	67	225	XP_018910546.1	XP_018910546.1	66	124	3.26e-19	72.881	59
M_mag.00g170820.m01	7	862	3540	XP_042891115.1	XP_042891115.1	35	884	0.0	83.431	857
M_mag.00g170830.m01	914	1658	3439	XP_042213222.1	XP_042213222.1	1	748	0.0	92.513	748
M_mag.00g170850.m01	131	542	1462	XP_042240585.1	XP_042240585.1	1	411	0.0	68.932	412
M_mag.00g170880.m01	331	532	447	XP_027221049.1	XP_027221049.1	4	206	1.04e-49	45.320	203
M_mag.00g170890.m01	286	453	325	XP_037790925.1	XP_037790925.1	8	175	7.47e-31	45.238	168
M_mag.00g170900.m01	753	922	207	XP_042893239.1	XP_042893239.1	23	195	1.29e-16	36.994	173
M_mag.00g170910.m01	4	63	155	XP_042910620.1	XP_042910620.1	8	68	2.25e-10	54.098	61
M_mag.00g170980.m01	1229	1406	254	XP_042240803.1	XP_042240803.1	149	315	1.67e-21	36.500	200
M_mag.00g171030.m01	613	663	185	XP_027238612.1	XP_027238612.1	1	51	6.71e-16	66.667	51
M_mag.00g171040.m01	389	418	135	XP_037777460.1	XP_037777460.1	1	30	1.71e-09	80.000	30
M_mag.00g171050.m01	64	349	1284	XP_027238612.1	XP_027238612.1	2	287	4.11e-171	80.070	286
M_mag.00g171060.m01	49	461	1114	XP_042217178.1	XP_042217178.1	3	396	5.14e-148	65.237	443
M_mag.00g171080.m01	247	496	1237	XP_042240787.1	XP_042240787.1	43	292	9.76e-163	90.000	250
M_mag.00g171090.m01	815	885	304	XP_042240787.1	XP_042240787.1	1	71	1.46e-31	81.690	71
M_mag.00g171110.m01	192	246	171	XP_042213232.1	XP_042213232.1	1	55	6.92e-14	89.091	55
M_mag.00g171140.m01	623	1014	1516	XP_042236973.1	XP_042236973.1	1	392	0.0	71.429	392
M_mag.00g171150.m01	80	417	999	XP_027219955.1	XP_027219955.1	107	446	1.23e-125	52.047	342
M_mag.00g171160.m01	34	159	445	XP_042883421.1	XP_042883421.1	31	156	4.36e-49	66.142	127
M_mag.00g171360.m01	104	434	1247	XP_042217584.1	XP_042217584.1	1	331	3.09e-169	94.562	331
M_mag.00g171370.m01	1	79	337	XP_042217584.1	XP_042217584.1	1	79	6.29e-37	96.203	79
M_mag.00g171480.m01	89	255	242	XP_042227734.1	XP_042227734.1	107	277	2.38e-21	33.143	175
M_mag.00g171550.m01	1	130	309	XP_037776871.1	XP_037776871.1	1	127	1.80e-33	68.702	131
M_mag.00g171660.m01	25	301	1056	XP_037777647.1	XP_037777647.1	1	277	1.21e-143	87.365	277
M_mag.00g171710.m01	227	607	1578	XP_042240730.1	XP_042240730.1	8	386	0.0	73.753	381
M_mag.00g171780.m01	111	175	168	XP_042240620.1	XP_042240620.1	1	65	1.91e-13	47.692	65
M_mag.00g171790.m01	246	342	250	XP_042240620.1	XP_042240620.1	1	95	1.88e-24	49.485	97
M_mag.00g171800.m01	196	343	417	XP_042240619.1	XP_042240619.1	1	146	2.59e-48	52.027	148
M_mag.00g171970.m01	622	1176	855	XP_042240681.1	XP_042240681.1	24	562	1.86e-97	40.901	577
M_mag.00g171980.m01	122	519	508	XP_042240327.1	XP_042240327.1	1	391	3.72e-54	36.634	404
M_mag.00g171990.m01	170	443	1140	XP_042240418.1	XP_042240418.1	1	237	1.89e-153	78.832	274
M_mag.00g172030.m01	452	493	212	XP_042242154.1	XP_042242154.1	1	42	2.15e-19	88.095	42
M_mag.00g172040.m01	59	267	358	XP_042242154.1	XP_042242154.1	113	321	5.00e-35	53.153	222
M_mag.00g172100.m01	631	703	321	XP_037777119.1	XP_037777119.1	1	73	6.13e-34	79.452	73
M_mag.00g172110.m01	91	132	138	XP_027226722.1	XP_027226722.1	1	42	1.05e-09	59.524	42
M_mag.00g172120.m01	407	479	371	XP_042884807.1	XP_042884807.1	1	73	9.61e-41	91.781	73
M_mag.00g172140.m01	131	220	297	XP_042884807.1	XP_042884807.1	9	94	3.83e-30	74.444	90
M_mag.00g172200.m01	33	148	399	XP_042240608.1	XP_042240608.1	11	126	1.65e-48	66.379	116
M_mag.00g172210.m01	1	61	307	XP_042240447.1	XP_042240447.1	1	59	7.03e-33	95.082	61
M_mag.00g172240.m01	120	217	450	XP_042240835.1	XP_042240835.1	26	123	2.25e-50	83.673	98
M_mag.00g172260.m01	1265	1565	1324	XP_042240833.1	XP_042240833.1	54	354	6.66e-168	86.379	301
M_mag.00g172270.m01	179	537	1741	XP_042240331.1	XP_042240331.1	1	359	0.0	93.036	359
M_mag.00g172370.m01	2195	3860	5208	XP_042217375.1	XP_042217375.1	1153	2830	0.0	83.185	1689
M_mag.00g172390.m01	1	61	278	XP_042213197.1	XP_042213197.1	1	61	3.34e-23	85.246	61
M_mag.00g172410.m01	684	733	256	XP_042213197.1	XP_042213197.1	1	50	1.28e-25	92.000	50
M_mag.00g172420.m01	3623	3685	294	XP_042862761.1	XP_042862761.1	1	63	1.73e-30	85.714	63
M_mag.00g172450.m01	82	138	212	XP_042241923.1	XP_042241923.1	1	57	1.83e-19	61.404	57
M_mag.00g172460.m01	372	435	263	XP_042241923.1	XP_042241923.1	1	64	3.53e-26	78.125	64
M_mag.00g172480.m01	318	364	194	XP_042242247.1	XP_042242247.1	56	102	1.73e-16	70.213	47
M_mag.00g172540.m01	832	908	265	XP_042233850.1	XP_042233850.1	14	90	5.50e-26	63.636	77
M_mag.00g172560.m01	143	241	414	XP_042240380.1	XP_042240380.1	1	96	1.93e-48	81.818	99
M_mag.00g172570.m01	1	56	191	XP_037803932.1	XP_037803932.1	24	79	1.06e-17	64.286	56
M_mag.00g172600.m01	729	777	233	XP_027234910.1	XP_027234910.1	1	49	1.84e-22	93.878	49
M_mag.00g172720.m01	105	136	142	XP_027238028.1	XP_027238028.1	1	32	1.67e-10	81.250	32
M_mag.00g172830.m01	1598	1636	176	XP_027234087.1	XP_027234087.1	1	39	5.51e-15	87.179	39
M_mag.00g172870.m01	246	357	319	XP_011548968.1	XP_011548968.1	1	113	1.16e-33	52.212	113
M_mag.00g173030.m01	194	218	135	XP_037777411.1	XP_037777411.1	1	25	5.83e-09	100.000	25
M_mag.00g173120.m01	623	1014	1537	XP_042236973.1	XP_042236973.1	1	392	0.0	72.194	392
M_mag.00g173130.m01	3	549	1166	XP_037804877.1	XP_037804877.1	70	634	6.73e-151	43.688	602
M_mag.00g173160.m01	27	965	3400	XP_042240592.1	XP_042240592.1	66	1000	0.0	85.563	942
M_mag.00g173170.m01	32	901	2159	XP_042240714.1	XP_042240714.1	22	876	0.0	61.846	899
M_mag.00g173300.m01	23	91	228	XP_042241881.1	XP_042241881.1	69	138	8.18e-23	61.429	70
M_mag.00g173310.m01	24	91	231	XP_042241888.1	XP_042241888.1	89	157	5.37e-23	62.319	69
M_mag.00g173320.m01	25	87	225	XP_042241883.1	XP_042241883.1	119	182	8.41e-22	65.625	64
M_mag.00g173330.m01	60	91	137	XP_042241888.1	XP_042241888.1	1	32	9.63e-11	78.125	32
M_mag.00g173340.m01	25	91	194	XP_042241883.1	XP_042241883.1	50	117	1.37e-17	61.765	68
M_mag.00g173350.m01	29	101	194	XP_042241851.1	XP_042241851.1	91	165	1.84e-17	58.667	75
M_mag.00g173370.m01	29	101	197	XP_042241851.1	XP_042241851.1	67	141	3.71e-18	58.667	75
M_mag.00g173380.m01	29	101	196	XP_042241851.1	XP_042241851.1	67	141	4.09e-18	58.667	75
M_mag.00g173390.m01	29	101	195	XP_042241851.1	XP_042241851.1	91	165	1.55e-17	58.667	75
M_mag.00g173400.m01	29	101	196	XP_042241851.1	XP_042241851.1	67	141	4.09e-18	58.667	75
M_mag.00g173410.m01	29	101	196	XP_042241851.1	XP_042241851.1	15	89	8.04e-19	60.000	75
M_mag.00g173430.m01	29	101	196	XP_042241851.1	XP_042241851.1	15	89	8.04e-19	60.000	75
M_mag.00g173440.m01	82	145	159	XP_037776768.1	XP_037776768.1	105	165	2.60e-11	51.562	64
M_mag.00g173450.m01	955	1370	1437	XP_042240705.1	XP_042240705.1	51	431	0.0	66.746	418
M_mag.00g173460.m01	566	759	773	XP_042240705.1	XP_042240705.1	1	195	1.05e-91	71.795	195
M_mag.00g173510.m01	346	444	398	XP_042866147.1	XP_042866147.1	1	112	1.05e-44	70.536	112
M_mag.00g173560.m01	752	846	210	XP_030748229.1	XP_030748229.1	4	95	1.67e-18	44.211	95
M_mag.00g173650.m01	177	439	618	XP_042205908.1	XP_042205908.1	1	264	1.28e-75	52.797	286
M_mag.00g173660.m01	25	401	1366	XP_042240336.1	XP_042240336.1	1	378	0.0	63.757	378
M_mag.00g173680.m01	125	911	1228	XP_042893239.1	XP_042893239.1	146	912	1.23e-150	32.463	804
M_mag.00g173700.m01	735	933	591	XP_042217251.1	XP_042217251.1	7	205	5.47e-68	62.312	199
M_mag.00g173710.m01	623	1014	1453	XP_042236973.1	XP_042236973.1	1	377	0.0	69.388	392
M_mag.00g173720.m01	80	417	995	XP_027219955.1	XP_027219955.1	113	452	4.71e-125	51.754	342
M_mag.00g173730.m01	38	87	166	XP_042217402.1	XP_042217402.1	35	93	8.87e-13	62.712	59
M_mag.00g173740.m01	58	323	602	XP_027210156.1	XP_027210156.1	2	276	3.47e-74	50.347	288
M_mag.00g173750.m01	814	1260	1288	XP_027213555.1	XP_027213555.1	1	486	2.71e-162	50.284	529
M_mag.00g173760.m01	507	758	541	XP_027223822.1	XP_027223822.1	1	246	2.11e-60	48.016	252
M_mag.00g173770.m01	179	346	572	XP_027223822.1	XP_027223822.1	190	357	6.68e-63	65.476	168
M_mag.00g173780.m01	628	759	460	XP_042891046.1	XP_042891046.1	2	133	3.93e-52	65.152	132
M_mag.00g173790.m01	2	140	497	XP_037777336.1	XP_037777336.1	1	149	1.02e-62	64.430	149
M_mag.00g173810.m01	611	1000	1494	XP_042236973.1	XP_042236973.1	743	1133	0.0	71.100	391
M_mag.00g173830.m01	178	237	293	XP_042217225.1	XP_042217225.1	1	60	6.78e-32	93.333	60
M_mag.00g173850.m01	1	2374	12211	XP_042240609.1	XP_042240609.1	1	2375	0.0	98.947	2375
M_mag.00g173860.m01	56	184	425	XP_037777644.1	XP_037777644.1	1	129	5.57e-48	75.969	129
M_mag.00g173870.m01	1822	3521	7402	XP_042240657.1	XP_042240657.1	2	1691	0.0	84.570	1711
M_mag.00g173880.m01	118	778	2700	XP_042240657.1	XP_042240657.1	1	670	0.0	74.702	672
M_mag.00g173900.m01	1	121	493	XP_042240656.1	XP_042240656.1	1	121	3.19e-56	90.083	121
M_mag.00g173910.m01	525	958	1523	XP_042236973.1	XP_042236973.1	1	430	0.0	65.287	435
M_mag.00g173920.m01	672	722	195	XP_042882623.1	XP_042882623.1	1	51	5.28e-17	62.745	51
M_mag.00g173930.m01	212	646	1264	XP_042882623.1	XP_042882623.1	166	574	2.82e-164	55.329	441
M_mag.00g173940.m01	405	867	1351	XP_037794286.1	XP_037794286.1	358	789	4.34e-168	61.123	463
M_mag.00g173950.m01	10	173	222	XP_042227923.1	XP_042227923.1	164	324	5.14e-18	36.145	166
M_mag.00g173970.m01	36	126	303	XP_042225060.1	XP_042225060.1	34	123	1.57e-30	62.637	91
M_mag.00g174020.m01	1088	1249	361	XP_042241903.1	XP_042241903.1	20	185	2.44e-37	78.313	166
M_mag.00g174040.m01	1580	1897	1047	XP_042241903.1	XP_042241903.1	10	311	7.02e-128	83.333	318
M_mag.00g174060.m01	79	310	461	XP_042241906.1	XP_042241906.1	1	234	1.07e-51	54.468	235
M_mag.00g174070.m01	371	495	545	XP_042241906.1	XP_042241906.1	51	175	3.10e-65	79.200	125
M_mag.00g174170.m01	1	371	1897	XP_042868382.1	XP_042868382.1	1	371	0.0	98.383	371
M_mag.00g174180.m01	1	372	1903	XP_042868382.1	XP_042868382.1	1	372	0.0	98.387	372
M_mag.00g174230.m01	168	210	136	XP_017481747.1	XP_017481747.1	22	64	6.94e-09	65.116	43
M_mag.00g174240.m01	275	332	252	XP_042877566.1	XP_042877566.1	1	58	1.21e-25	74.138	58
M_mag.00g174260.m01	81	130	284	XP_027210863.1	XP_027210863.1	1	50	1.46e-30	100.000	50
M_mag.00g174270.m01	104	155	278	XP_042217210.1	XP_042217210.1	1	52	2.74e-29	98.077	52
M_mag.00g174300.m01	74	210	507	XP_042865805.1	XP_042865805.1	2	138	8.21e-58	73.723	137
M_mag.00g174320.m01	120	169	246	XP_042217114.1	XP_042217114.1	1	50	3.14e-24	94.000	50
M_mag.00g174330.m01	445	501	199	XP_042217113.1	XP_042217113.1	1	56	1.04e-17	73.684	57
M_mag.00g174340.m01	496	626	631	XP_027225625.1	XP_027225625.1	1	131	9.88e-76	90.840	131
M_mag.00g174350.m01	1145	1207	314	XP_027206686.1	XP_027206686.1	1	63	4.41e-33	84.127	63
M_mag.00g174360.m01	41	197	470	XP_042213196.1	XP_042213196.1	45	200	5.88e-51	64.968	157
M_mag.00g174370.m01	566	828	543	XP_037777325.1	XP_037777325.1	71	307	5.21e-60	50.379	264
M_mag.00g174380.m01	1027	1325	374	XP_037777323.1	XP_037777323.1	501	799	5.12e-33	36.184	304
M_mag.00g174410.m01	24	67	160	XP_042240618.1	XP_042240618.1	1	44	9.70e-14	63.636	44
M_mag.00g174420.m01	1125	1244	475	XP_042868184.1	XP_042868184.1	1	120	9.86e-54	67.500	120
M_mag.00g174440.m01	36	440	1746	XP_037777568.1	XP_037777568.1	1	356	0.0	86.978	407
M_mag.00g174450.m01	21	119	253	XP_042238893.1	XP_042238893.1	2	100	5.09e-27	48.485	99
M_mag.00g174460.m01	1	263	996	XP_042217307.1	XP_042217307.1	1	263	3.63e-135	74.144	263
M_mag.00g174470.m01	1	71	240	XP_042217306.1	XP_042217306.1	1	71	7.05e-22	59.155	71
M_mag.00g174480.m01	35	524	1755	XP_042873862.1	XP_042873862.1	110	615	0.0	64.045	534
M_mag.00g174490.m01	96	169	147	XP_042240794.1	XP_042240794.1	8	81	8.17e-10	48.718	78
M_mag.00g174520.m01	175	241	149	XP_042240678.1	XP_042240678.1	52	124	1.17e-09	63.014	73
M_mag.00g174540.m01	1	198	223	XP_042240487.1	XP_042240487.1	1	200	1.30e-17	46.698	212
M_mag.00g174580.m01	69	435	856	XP_042241824.1	XP_042241824.1	1	376	4.00e-107	49.340	379
M_mag.00g174860.m01	27	286	372	XP_042242334.1	XP_042242334.1	13	292	6.42e-37	31.834	289
M_mag.00g174910.m01	1107	1283	498	XP_042241899.1	XP_042241899.1	7	175	4.94e-56	66.292	178
M_mag.00g174940.m01	1937	2049	418	XP_042236772.1	XP_042236772.1	1	113	2.84e-46	83.186	113
M_mag.00g174950.m01	1759	1930	683	XP_042236772.1	XP_042236772.1	1	172	5.94e-81	73.837	172
M_mag.00g174960.m01	1088	1182	406	XP_042236772.1	XP_042236772.1	1	95	6.20e-45	80.000	95
M_mag.00g174970.m01	383	461	326	XP_042236772.1	XP_042236772.1	1	79	1.83e-34	75.949	79
M_mag.00g175030.m01	296	644	1658	XP_042241862.1	XP_042241862.1	1	349	0.0	88.539	349
M_mag.00g175060.m01	547	607	247	XP_042230838.1	XP_042230838.1	2	62	1.61e-23	72.131	61
M_mag.00g175080.m01	88	131	202	XP_042240684.1	XP_042240684.1	54	97	1.15e-17	88.636	44
M_mag.00g175090.m01	238	286	132	XP_042890513.1	XP_042890513.1	1	46	7.52e-09	67.347	49
M_mag.00g175130.m01	353	621	853	XP_037779111.1	XP_037779111.1	6	243	3.92e-105	61.338	269
M_mag.00g175190.m01	1	88	201	XP_027213220.1	XP_027213220.1	22	109	4.23e-17	47.727	88
M_mag.00g175230.m01	134	281	307	XP_042240689.1	XP_042240689.1	22	151	2.71e-32	47.297	148
M_mag.00g175330.m01	359	600	906	XP_042228018.1	XP_042228018.1	4	245	1.50e-111	88.017	242
M_mag.00g175340.m01	894	1207	904	XP_042228018.1	XP_042228018.1	14	291	1.42e-110	66.349	315
M_mag.00g175350.m01	95	287	594	XP_042859088.1	XP_042859088.1	1	193	2.79e-74	55.959	193
M_mag.00g175440.m01	57	339	614	XP_042865110.1	XP_042865110.1	98	375	9.91e-69	46.154	286
M_mag.00g175450.m01	1	311	1344	XP_027225001.1	XP_027225001.1	1	311	0.0	83.601	311
M_mag.00g175460.m01	67	125	216	XP_042242992.1	XP_042242992.1	1	59	4.63e-22	64.407	59
M_mag.00g175470.m01	17	65	183	XP_042242992.1	XP_042242992.1	23	71	8.19e-17	65.306	49
M_mag.00g175540.m01	18	70	219	XP_042233851.1	XP_042233851.1	18	70	3.01e-20	81.132	53
M_mag.00g175550.m01	339	601	703	XP_042233851.1	XP_042233851.1	2	251	1.10e-86	56.015	266
M_mag.00g175560.m01	63	117	256	XP_027239542.1	XP_027239542.1	1	55	1.39e-25	78.182	55
M_mag.00g175600.m01	14	622	1018	XP_027224934.1	XP_027224934.1	12	627	1.09e-126	39.222	617
M_mag.00g175660.m01	139	1276	1618	XP_027206801.1	XP_027206801.1	610	1845	0.0	34.848	1254
M_mag.00g175720.m01	269	317	223	XP_042217220.1	XP_042217220.1	1	49	1.62e-21	77.551	49
M_mag.00g175750.m01	340	411	238	XP_027219584.1	XP_027219584.1	147	219	8.53e-21	64.384	73
M_mag.00g175780.m01	9	73	138	XP_037801842.1	XP_037801842.1	1	65	8.32e-10	44.615	65
M_mag.00g175940.m01	64	139	285	XP_042240125.1	XP_042240125.1	1	76	1.26e-31	65.789	76
M_mag.00g175980.m01	1	248	668	XP_042213272.1	XP_042213272.1	1	241	2.92e-85	67.742	248
M_mag.00g176020.m01	137	187	215	XP_037784285.1	XP_037784285.1	1	51	3.53e-20	80.392	51
M_mag.00g176030.m01	101	208	153	XP_027215285.1	XP_027215285.1	2	109	1.12e-10	38.889	108
M_mag.00g176080.m01	116	336	842	XP_042240550.1	XP_042240550.1	22	243	3.63e-111	82.511	223
M_mag.00g176110.m01	306	683	1485	XP_042204303.1	XP_042204303.1	1	376	0.0	70.635	378
M_mag.00g176140.m01	27	81	156	XP_042240468.1	XP_042240468.1	1	55	5.94e-13	90.909	55
M_mag.00g176150.m01	671	765	411	XP_042240493.1	XP_042240493.1	1	95	6.91e-46	80.000	95
M_mag.00g176170.m01	8	118	584	XP_042240493.1	XP_042240493.1	1	111	3.13e-70	96.396	111
