#
# Output is generated by GenSAS 7.x-5.0
#
#Name     : The name of mRNA
#Start    : Start of alignment in subject
#End      : End of alignment in subject
#Match_Start  : Start of alignment in query
#Match_End    : End of alignment in query
#Score        : Row score of the match
#E-value      : E value of the match
#Identity     : Percentage of identical matches
#AL           : Alignment length
Name	Start	End	Score	Accession	Match_ID	Match_Start	Match_End	E-value	Identity	AL
M_mag.00g122600.m01	336	555	498	P04323	sp|P04323|POL3_DROME	451	674	1.72e-51	44.000	225
M_mag.00g122650.m01	627	764	314	Q7LHG5	sp|Q7LHG5|YI31B_YEAST	41	178	3.06e-28	44.203	138
M_mag.00g122680.m01	192	1135	805	P0CT38	sp|P0CT38|TF25_SCHPO	228	1137	1.91e-87	26.680	967
M_mag.00g122690.m01	585	840	208	P21329	sp|P21329|RTJK_DROFU	37	254	2.53e-16	28.016	257
M_mag.00g122740.m01	82	311	587	Q96MW7	sp|Q96MW7|TIGD1_HUMAN	1	228	3.32e-71	50.870	230
M_mag.00g122790.m01	163	345	244	P20825	sp|P20825|POL2_DROME	208	379	5.41e-21	34.426	183
M_mag.00g122800.m01	498	706	320	P10394	sp|P10394|POL4_DROME	15	192	4.23e-33	34.928	209
M_mag.00g122830.m01	30	76	177	Q9UNW9	sp|Q9UNW9|NOVA2_HUMAN	4	50	3.44e-16	68.085	47
M_mag.00g122890.m01	291	366	246	Q8T390	sp|Q8T390|SH3G3_DROME	1	71	1.54e-25	63.158	76
M_mag.00g122900.m01	214	258	132	Q8I190	sp|Q8I190|SH3G3_DROVI	1	45	9.06e-10	51.111	45
M_mag.00g122910.m01	44	108	257	Q8I1A6	sp|Q8I1A6|SH3G3_DROWI	2	66	3.39e-27	72.308	65
M_mag.00g123020.m01	1	67	219	Q94920	sp|Q94920|VDAC_DROME	1	67	3.80e-22	62.687	67
M_mag.00g123030.m01	67	282	726	P82013	sp|P82013|VDAC2_MELGA	9	224	8.33e-96	61.111	216
M_mag.00g123050.m01	286	707	1437	P48147	sp|P48147|PPCE_HUMAN	9	429	0.0	61.137	422
M_mag.00g123360.m01	178	299	457	Q00438	sp|Q00438|PTBP1_RAT	25	142	9.42e-54	69.672	122
M_mag.00g123670.m01	668	887	154	Q8VDJ3	sp|Q8VDJ3|VIGLN_MOUSE	166	417	1.46e-09	23.810	252
M_mag.00g123700.m01	668	869	152	Q8VDJ3	sp|Q8VDJ3|VIGLN_MOUSE	170	403	2.68e-09	24.786	234
M_mag.00g124220.m01	2	91	146	P03934	sp|P03934|TC1A_CAEEL	96	181	5.75e-10	37.778	90
M_mag.00g124240.m01	623	1131	355	Q7LHG5	sp|Q7LHG5|YI31B_YEAST	59	589	1.23e-33	26.944	553
M_mag.00g124270.m01	399	500	259	P51513	sp|P51513|NOVA1_HUMAN	194	296	7.91e-24	55.769	104
M_mag.00g124290.m01	1073	1280	232	Q9D9R9	sp|Q9D9R9|F186A_MOUSE	1	184	2.57e-21	41.429	210
M_mag.00g124310.m01	1176	1539	282	Q9D9R9	sp|Q9D9R9|F186A_MOUSE	1	265	5.95e-27	34.521	365
M_mag.00g124390.m01	131	211	273	P42583	sp|P42583|NKX25_XENLA	7	114	1.65e-28	57.407	108
M_mag.00g124410.m01	472	650	339	O35604	sp|O35604|NPC1_MOUSE	1	182	1.38e-35	39.378	193
M_mag.00g124850.m01	375	474	248	Q8IUH3	sp|Q8IUH3|RBM45_HUMAN	106	205	2.31e-23	49.000	100
M_mag.00g125130.m01	27	390	503	Q964T2	sp|Q964T2|CP9E2_BLAGE	22	355	1.39e-57	32.418	364
M_mag.00g125140.m01	437	880	294	P21329	sp|P21329|RTJK_DROFU	156	578	9.14e-26	26.087	460
M_mag.00g125170.m01	3	298	487	Q1QBB9	sp|Q1QBB9|DHMA_PSYCK	30	341	1.35e-57	38.750	320
M_mag.00g125310.m01	345	639	310	Q3UV71	sp|Q3UV71|TMTC1_MOUSE	65	352	9.54e-30	35.275	309
M_mag.00g125600.m01	533	1173	601	P0CT41	sp|P0CT41|TF212_SCHPO	1	597	4.96e-65	26.994	652
M_mag.00g125670.m01	40	132	327	Q23983	sp|Q23983|SNAP_DROME	1	93	1.29e-37	61.290	93
M_mag.00g125680.m01	278	404	440	Q6EE31	sp|Q6EE31|TCPQ_CHICK	1	127	1.01e-51	61.417	127
M_mag.00g125690.m01	452	545	253	Q6EE31	sp|Q6EE31|TCPQ_CHICK	1	95	1.22e-25	56.842	95
M_mag.00g125720.m01	749	835	140	A2BID7	sp|A2BID7|PRD10_DANRE	1	83	5.49e-10	42.529	87
M_mag.00g125960.m01	28	428	414	P20825	sp|P20825|POL2_DROME	49	413	4.36e-42	28.747	407
M_mag.00g125980.m01	928	1123	216	P10394	sp|P10394|POL4_DROME	1	188	1.10e-18	30.808	198
M_mag.00g126010.m01	28	428	414	P20825	sp|P20825|POL2_DROME	49	413	4.36e-42	28.747	407
M_mag.00g126030.m01	928	1123	216	P10394	sp|P10394|POL4_DROME	1	188	1.10e-18	30.808	198
M_mag.00g126110.m01	32	304	355	Q8I7P9	sp|Q8I7P9|POL5_DROME	117	377	3.39e-35	32.601	273
M_mag.00g126120.m01	707	1089	381	Q9UR07	sp|Q9UR07|TF211_SCHPO	44	403	3.21e-37	27.506	389
M_mag.00g126140.m01	1392	1661	246	P10273	sp|P10273|POL_FLV	19	287	1.35e-21	29.452	292
M_mag.00g126180.m01	569	862	156	Q95SX7	sp|Q95SX7|RTBS_DROME	1	267	4.69e-10	25.000	300
M_mag.00g126190.m01	192	622	731	P20825	sp|P20825|POL2_DROME	1029	1457	1.74e-78	37.385	436
M_mag.00g126210.m01	76	118	131	P61028	sp|P61028|RAB8B_MOUSE	41	81	1.17e-09	60.465	43
M_mag.00g126300.m01	861	952	325	Q8C547	sp|Q8C547|HTR5B_MOUSE	1	92	2.55e-35	78.261	92
M_mag.00g126310.m01	318	392	242	A1A5F2	sp|A1A5F2|HTR5B_XENTR	1	75	1.84e-24	57.333	75
M_mag.00g126320.m01	1	198	701	Q9P2D3	sp|Q9P2D3|HTR5B_HUMAN	1	198	4.04e-84	62.121	198
M_mag.00g126440.m01	155	229	238	Q2KJG3	sp|Q2KJG3|SYNC_BOVIN	1	95	2.40e-23	51.579	95
M_mag.00g126450.m01	155	256	363	Q2KJG3	sp|Q2KJG3|SYNC_BOVIN	1	102	5.87e-41	63.725	102
M_mag.00g126490.m01	1503	1670	144	P19199	sp|P19199|POL_COYMV	9	174	1.03e-09	23.810	168
M_mag.00g126650.m01	395	856	288	Q95SX7	sp|Q95SX7|RTBS_DROME	409	848	1.18e-24	26.180	466
M_mag.00g126790.m01	264	1114	795	P0CT38	sp|P0CT38|TF25_SCHPO	445	1279	1.60e-85	27.854	876
M_mag.00g126800.m01	616	872	458	Q99315	sp|Q99315|YG31B_YEAST	131	391	7.32e-49	37.931	261
M_mag.00g126820.m01	753	950	284	A4IFA3	sp|A4IFA3|GT2D2_BOVIN	113	313	1.29e-26	34.158	202
M_mag.00g126930.m01	229	622	707	P20825	sp|P20825|POL2_DROME	1	392	5.46e-83	38.847	399
M_mag.00g126940.m01	525	790	188	P15594	sp|P15594|RTP2_TRYBG	4	256	1.84e-13	28.777	278
M_mag.00g127010.m01	384	605	163	Q95SX7	sp|Q95SX7|RTBS_DROME	21	235	1.75e-11	30.804	224
M_mag.00g127150.m01	449	682	313	Q9NBX4	sp|Q9NBX4|RTXE_DROME	385	611	4.16e-28	35.865	237
M_mag.00g127320.m01	411	621	224	Q95SX7	sp|Q95SX7|RTBS_DROME	26	238	1.45e-19	32.273	220
M_mag.00g127460.m01	259	622	661	P20825	sp|P20825|POL2_DROME	7	373	1.06e-76	38.482	369
M_mag.00g127510.m01	229	622	653	P20825	sp|P20825|POL2_DROME	1	376	1.19e-75	37.186	398
M_mag.00g127560.m01	223	622	614	P20825	sp|P20825|POL2_DROME	503	875	2.48e-65	35.802	405
M_mag.00g127580.m01	450	836	446	Q9NBX4	sp|Q9NBX4|RTXE_DROME	270	653	1.31e-44	30.711	394
M_mag.00g127640.m01	322	605	249	Q95SX7	sp|Q95SX7|RTBS_DROME	265	536	2.35e-20	29.066	289
M_mag.00g127670.m01	771	881	161	Q09575	sp|Q09575|YRD6_CAEEL	1	110	8.31e-13	31.532	111
M_mag.00g127760.m01	2548	3667	600	Q09666	sp|Q09666|AHNK_HUMAN	14	1112	3.05e-61	27.334	1189
M_mag.00g127770.m01	2548	3539	429	Q09666	sp|Q09666|AHNK_HUMAN	14	955	4.53e-41	25.746	1072
M_mag.00g127820.m01	15	311	235	Q8BLJ3	sp|Q8BLJ3|PLCX3_MOUSE	142	416	6.73e-20	24.585	301
M_mag.00g127860.m01	169	212	135	Q93088	sp|Q93088|BHMT1_HUMAN	3	46	1.91e-10	56.818	44
M_mag.00g127880.m01	454	900	302	Q95SX7	sp|Q95SX7|RTBS_DROME	165	599	8.89e-27	27.542	472
M_mag.00g127910.m01	1	66	165	Q9VPW1	sp|Q9VPW1|ASTE_DROME	1	66	3.83e-14	48.485	66
M_mag.00g127950.m01	1	74	217	Q5ZM14	sp|Q5ZM14|NHRF1_CHICK	1	76	2.56e-21	55.263	76
M_mag.00g127960.m01	28	64	144	Q9U620	sp|Q9U620|MTCU_CALSI	28	65	5.64e-13	89.474	38
M_mag.00g127990.m01	948	1162	784	Q9VY99	sp|Q9VY99|NNAD_DROME	1	215	7.78e-95	62.326	215
M_mag.00g128000.m01	203	254	157	Q9VY99	sp|Q9VY99|NNAD_DROME	7	58	4.52e-13	53.846	52
M_mag.00g128190.m01	33	173	144	P03934	sp|P03934|TC1A_CAEEL	61	211	1.09e-09	25.658	152
M_mag.00g128300.m01	577	837	190	P21329	sp|P21329|RTJK_DROFU	59	316	8.88e-14	28.205	273
M_mag.00g128340.m01	437	755	335	P21328	sp|P21328|RTJK_DROME	163	471	1.15e-31	30.000	320
M_mag.00g128350.m01	179	233	219	P53034	sp|P53034|RFC2_DROME	1	55	3.09e-22	74.545	55
M_mag.00g128390.m01	550	779	251	Q95SX7	sp|Q95SX7|RTBS_DROME	11	236	3.44e-23	30.085	236
M_mag.00g128550.m01	72	119	192	Q6DIJ1	sp|Q6DIJ1|SYYC_XENTR	1	48	3.81e-18	66.667	48
M_mag.00g128640.m01	436	865	284	Q95SX7	sp|Q95SX7|RTBS_DROME	976	1382	4.35e-24	26.376	436
M_mag.00g128660.m01	27	250	404	Q8BR93	sp|Q8BR93|HARB1_MOUSE	21	247	4.26e-46	37.004	227
M_mag.00g128670.m01	586	1450	952	Q7LHG5	sp|Q7LHG5|YI31B_YEAST	277	1135	8.71e-107	29.876	887
M_mag.00g128740.m01	698	939	450	A4IFA3	sp|A4IFA3|GT2D2_BOVIN	3	248	3.08e-49	37.805	246
M_mag.00g128750.m01	33	464	252	Q9SA71	sp|Q9SA71|GLPT3_ARATH	7	392	5.19e-22	25.229	436
M_mag.00g128760.m01	21	462	233	Q9SL56	sp|Q9SL56|GLPT5_ARATH	3	393	1.21e-19	26.106	452
M_mag.00g128870.m01	5586	6105	160	Q7Z5P9	sp|Q7Z5P9|MUC19_HUMAN	50	604	7.23e-10	31.386	599
M_mag.00g128980.m01	14	130	246	P70324	sp|P70324|TBX3_MOUSE	33	151	8.11e-24	47.934	121
M_mag.00g129190.m01	343	528	166	P43404	sp|P43404|ZAP70_MOUSE	213	387	4.57e-11	30.000	190
M_mag.00g129610.m01	245	306	136	P08842	sp|P08842|STS_HUMAN	1	64	2.63e-10	40.625	64
M_mag.00g129640.m01	68	121	133	Q08DD1	sp|Q08DD1|ARSA_BOVIN	1	62	5.64e-10	51.613	62
M_mag.00g129710.m01	99	169	232	Q26473	sp|Q26473|SEM1A_SCHAM	1	71	3.03e-23	53.521	71
M_mag.00g130040.m01	19	123	218	A0ZSK4	sp|A0ZSK4|STXB_SYNVE	1	105	6.71e-17	50.943	106
M_mag.00g130050.m01	113	189	162	Q1JPJ9	sp|Q1JPJ9|EF2KT_BOVIN	113	192	1.40e-11	46.341	82
M_mag.00g130350.m01	1373	1500	305	Q63563	sp|Q63563|ABCC9_RAT	1	128	4.52e-32	54.688	128
M_mag.00g130360.m01	1560	1759	360	Q9VL32	sp|Q9VL32|SUR_DROME	22	192	2.25e-37	44.000	200
M_mag.00g130410.m01	1	120	477	Q91VZ6	sp|Q91VZ6|SMAP1_MOUSE	1	120	1.54e-57	65.833	120
M_mag.00g130540.m01	5	62	211	Q01295	sp|Q01295|BRC1_DROME	4	61	1.39e-20	60.345	58
M_mag.00g130570.m01	361	509	635	P09623	sp|P09623|DLDH_PIG	1	140	1.21e-80	79.195	149
M_mag.00g130720.m01	8	126	228	Q5RC35	sp|Q5RC35|EMC4_PONAB	1	115	1.68e-23	45.968	124
M_mag.00g130730.m01	814	1176	566	P41252	sp|P41252|SYIC_HUMAN	1	389	4.38e-63	37.879	396
M_mag.00g130800.m01	259	609	564	P20825	sp|P20825|POL2_DROME	7	353	1.55e-63	35.955	356
M_mag.00g130890.m01	2319	2361	155	Q0KK59	sp|Q0KK59|UNC79_MOUSE	2	44	3.35e-13	58.140	43
M_mag.00g131020.m01	260	343	204	Q5R863	sp|Q5R863|GPAM1_PONAB	2	83	1.84e-19	50.000	84
M_mag.00g131060.m01	389	526	156	P11369	sp|P11369|LORF2_MOUSE	37	165	4.79e-10	32.609	138
M_mag.00g131220.m01	197	367	283	Q07120	sp|Q07120|GFI1_RAT	114	280	1.10e-27	46.857	175
M_mag.00g131290.m01	149	281	340	P77832	sp|P77832|XYLA_BACLD	1	168	5.22e-37	41.530	183
M_mag.00g131420.m01	1205	1263	217	B2RX14	sp|B2RX14|TUT4_MOUSE	1	59	2.31e-21	61.017	59
M_mag.00g131460.m01	2550	2740	399	M9NDE3	sp|M9NDE3|BARK_DROME	6	196	8.39e-43	38.021	192
M_mag.00g131470.m01	1138	2456	2483	M9NDE3	sp|M9NDE3|BARK_DROME	7	1314	0.0	41.525	1351
M_mag.00g131510.m01	796	1101	399	Q5R5R2	sp|Q5R5R2|HEAT6_PONAB	719	1032	6.44e-38	29.430	316
M_mag.00g131530.m01	570	1060	1483	P83038	sp|P83038|HDAC4_CHICK	392	891	0.0	57.285	501
M_mag.00g131730.m01	118	225	201	Q26457	sp|Q26457|LA_AEDAL	2	109	3.96e-18	38.889	108
M_mag.00g131740.m01	57	161	350	Q8VE65	sp|Q8VE65|TAF12_MOUSE	40	144	7.90e-42	68.571	105
M_mag.00g131760.m01	151	227	195	Q3T0H0	sp|Q3T0H0|LCMT1_BOVIN	8	84	3.60e-18	44.156	77
M_mag.00g131770.m01	61	252	323	A1ZBT5	sp|A1ZBT5|MED8_DROME	2	179	4.86e-36	46.632	193
M_mag.00g132140.m01	535	622	150	P04323	sp|P04323|POL3_DROME	16	108	8.79e-11	39.785	93
M_mag.00g132270.m01	547	646	249	P18850	sp|P18850|ATF6A_HUMAN	16	116	3.17e-24	45.545	101
M_mag.00g132290.m01	763	815	265	A1Z6W3	sp|A1Z6W3|PRIC1_DROME	1	53	2.06e-22	83.019	53
M_mag.00g132300.m01	235	273	164	Q174I2	sp|Q174I2|PRIC1_AEDAE	13	51	4.57e-13	74.359	39
M_mag.00g132320.m01	516	545	145	A1Z6W3	sp|A1Z6W3|PRIC1_DROME	59	88	4.19e-11	86.667	30
M_mag.00g132340.m01	50	86	139	Q292U2	sp|Q292U2|PRIC1_DROPS	18	52	3.58e-10	67.568	37
M_mag.00g132560.m01	185	284	253	Q6IV84	sp|Q6IV84|TAZ_PANTR	1	100	1.80e-26	43.000	100
M_mag.00g132570.m01	179	606	922	Q14155	sp|Q14155|ARHG7_HUMAN	1	431	2.80e-106	43.636	440
M_mag.00g132590.m01	32	119	247	Q9XYN1	sp|Q9XYN1|INX2_SCHAM	1	96	2.15e-25	51.042	96
M_mag.00g133000.m01	179	251	360	Q9V9S7	sp|Q9V9S7|SYDE_DROME	1	73	1.04e-34	91.781	73
M_mag.00g133010.m01	799	1027	814	Q9V9S7	sp|Q9V9S7|SYDE_DROME	7	219	1.25e-98	65.939	229
M_mag.00g133080.m01	138	250	287	A2AWA9	sp|A2AWA9|RBGP1_MOUSE	102	218	3.20e-28	50.427	117
M_mag.00g133120.m01	545	661	444	Q5RAN1	sp|Q5RAN1|RBGP1_PONAB	1	117	5.91e-51	67.521	117
M_mag.00g133130.m01	682	738	201	Q5ZJ17	sp|Q5ZJ17|RBG1L_CHICK	1	57	2.75e-19	61.404	57
M_mag.00g133180.m01	682	738	201	Q5ZJ17	sp|Q5ZJ17|RBG1L_CHICK	1	57	2.75e-19	61.404	57
M_mag.00g133190.m01	543	661	447	Q9Y3P9	sp|Q9Y3P9|RBGP1_HUMAN	8	126	3.72e-51	66.387	119
M_mag.00g133450.m01	90	518	709	Q9JJS6	sp|Q9JJS6|BCDO1_MOUSE	1	426	1.73e-86	36.986	438
M_mag.00g133500.m01	1037	1264	185	Q9UR07	sp|Q9UR07|TF211_SCHPO	18	247	6.74e-14	25.726	241
M_mag.00g133510.m01	435	622	371	P20825	sp|P20825|POL2_DROME	4	196	8.32e-40	41.969	193
M_mag.00g133520.m01	475	594	135	Q9NBX4	sp|Q9NBX4|RTXE_DROME	43	158	8.65e-09	32.500	120
M_mag.00g133530.m01	383	628	431	Q6REY9	sp|Q6REY9|RHG20_RAT	1	266	7.12e-42	39.777	269
M_mag.00g133540.m01	242	381	171	Q9P2F6	sp|Q9P2F6|RHG20_HUMAN	14	144	1.03e-13	36.735	147
M_mag.00g134440.m01	34	75	174	Q5R8Y8	sp|Q5R8Y8|CELF2_PONAB	7	48	1.31e-15	71.429	42
M_mag.00g134480.m01	557	698	226	Q86UP8	sp|Q86UP8|GTD2A_HUMAN	1	143	9.69e-21	39.161	143
M_mag.00g134560.m01	411	621	226	Q95SX7	sp|Q95SX7|RTBS_DROME	26	238	6.54e-20	32.273	220
M_mag.00g134570.m01	26	141	196	Q9EST3	sp|Q9EST3|4ET_MOUSE	112	236	4.70e-14	44.444	126
M_mag.00g134590.m01	780	949	260	Q86UP8	sp|Q86UP8|GTD2A_HUMAN	1	170	3.60e-25	36.416	173
M_mag.00g134600.m01	672	771	201	A4IFA3	sp|A4IFA3|GT2D2_BOVIN	1	101	1.70e-18	41.584	101
M_mag.00g134610.m01	557	656	169	Q86UP8	sp|Q86UP8|GTD2A_HUMAN	1	101	3.37e-14	39.604	101
M_mag.00g134640.m01	79	144	214	Q17GZ9	sp|Q17GZ9|ARP5_AEDAE	2	66	9.04e-21	62.121	66
M_mag.00g134670.m01	305	471	724	P49024	sp|P49024|PAXI_CHICK	1	167	4.70e-93	73.653	167
M_mag.00g134740.m01	31	133	426	Q99KI0	sp|Q99KI0|ACON_MOUSE	7	109	5.65e-49	75.728	103
M_mag.00g134760.m01	435	511	363	P34455	sp|P34455|ACON_CAEEL	3	79	8.84e-41	83.117	77
M_mag.00g134780.m01	141	213	209	Q9NX74	sp|Q9NX74|DUS2L_HUMAN	1	73	5.11e-20	60.274	73
M_mag.00g134850.m01	507	590	182	Q01603	sp|Q01603|PERO_DROME	1	84	3.00e-16	40.476	84
M_mag.00g134930.m01	415	483	176	Q7KR10	sp|Q7KR10|CCD1D_DROME	1	67	9.74e-16	47.143	70
M_mag.00g134940.m01	275	324	128	Q9Y8G7	sp|Q9Y8G7|C505_FUSOX	1	52	2.08e-09	48.077	52
M_mag.00g135130.m01	1	303	1066	Q25158	sp|Q25158|OPSC2_HEMSA	6	309	1.10e-144	63.487	304
M_mag.00g135170.m01	192	622	609	P20825	sp|P20825|POL2_DROME	1030	1440	3.59e-63	35.862	435
M_mag.00g135390.m01	324	572	149	P43403	sp|P43403|ZAP70_HUMAN	180	422	7.75e-09	26.641	259
M_mag.00g135510.m01	8	512	1573	Q9VU68	sp|Q9VU68|WDR1_DROME	2	506	0.0	57.199	507
M_mag.00g136050.m01	113	168	243	Q0P4H6	sp|Q0P4H6|LBX1_XENTR	14	69	9.56e-26	75.000	56
M_mag.00g136090.m01	1712	1792	201	Q9BMN8	sp|Q9BMN8|LAR_CAEEL	4	86	1.13e-18	44.578	83
M_mag.00g136210.m01	411	742	253	O00370	sp|O00370|LORF2_HUMAN	64	375	4.40e-22	26.979	341
M_mag.00g136340.m01	588	644	210	O08811	sp|O08811|ERCC2_MOUSE	2	59	1.99e-20	68.966	58
M_mag.00g136680.m01	639	763	444	Q924S5	sp|Q924S5|LONM_RAT	1	125	6.83e-51	64.000	125
M_mag.00g136910.m01	518	594	279	Q8IWZ8	sp|Q8IWZ8|SUGP1_HUMAN	1	77	2.02e-29	62.338	77
M_mag.00g136940.m01	436	819	379	Q95SX7	sp|Q95SX7|RTBS_DROME	82	458	1.60e-37	30.412	388
M_mag.00g136960.m01	528	816	240	Q95SX7	sp|Q95SX7|RTBS_DROME	2	276	3.27e-21	26.263	297
M_mag.00g137110.m01	745	1031	297	O93209	sp|O93209|POL_FFV	180	477	3.04e-26	27.333	300
M_mag.00g137120.m01	199	622	690	P20825	sp|P20825|POL2_DROME	5	424	3.56e-80	36.830	429
M_mag.00g137140.m01	528	816	240	Q95SX7	sp|Q95SX7|RTBS_DROME	2	276	3.27e-21	26.263	297
M_mag.00g137160.m01	534	1322	524	Q99315	sp|Q99315|YG31B_YEAST	305	1099	1.55e-52	24.431	835
M_mag.00g137410.m01	465	728	213	Q13608	sp|Q13608|PEX6_HUMAN	55	296	1.40e-17	32.841	271
M_mag.00g137650.m01	307	421	179	P35329	sp|P35329|CD22_MOUSE	23	140	9.63e-15	33.898	118
M_mag.00g137710.m01	230	623	600	P04323	sp|P04323|POL3_DROME	1	356	1.80e-68	35.427	398
M_mag.00g137740.m01	401	449	130	Q9WTW8	sp|Q9WTW8|S23A2_RAT	5	57	1.26e-09	50.943	53
M_mag.00g137750.m01	7	696	1346	Q6GN42	sp|Q6GN42|CTL4_XENLA	16	708	4.04e-176	44.711	709
M_mag.00g137830.m01	29	396	831	Q07890	sp|Q07890|SOS2_HUMAN	16	382	2.17e-99	50.000	376
M_mag.00g137860.m01	118	184	172	Q5ZJW6	sp|Q5ZJW6|KBRS2_CHICK	1	70	6.31e-16	45.714	70
M_mag.00g137870.m01	1	95	246	Q6DGL2	sp|Q6DGL2|KBRS2_DANRE	1	96	3.00e-26	49.485	97
M_mag.00g137880.m01	584	903	430	Q99315	sp|Q99315|YG31B_YEAST	178	465	3.20e-44	34.062	320
M_mag.00g138080.m01	76	323	272	Q8BP74	sp|Q8BP74|PSTK_MOUSE	116	335	9.59e-26	28.000	250
M_mag.00g138140.m01	459	775	313	P08548	sp|P08548|LIN1_NYCCO	87	400	4.89e-28	25.857	321
M_mag.00g138220.m01	485	588	268	Q3MHE4	sp|Q3MHE4|MSH2_BOVIN	1	104	1.60e-27	47.115	104
M_mag.00g138250.m01	311	415	218	P54793	sp|P54793|ARSF_HUMAN	11	116	2.56e-20	56.604	106
M_mag.00g138280.m01	157	840	398	P21328	sp|P21328|RTJK_DROME	1	679	5.37e-38	25.674	705
M_mag.00g138330.m01	487	715	154	Q9Z2W9	sp|Q9Z2W9|GRIA3_MOUSE	1	213	8.02e-10	26.293	232
M_mag.00g138480.m01	69	356	240	P48167	sp|P48167|GLRB_HUMAN	349	648	8.27e-20	25.243	309
M_mag.00g138490.m01	112	491	775	P26221	sp|P26221|GUN4_THEFU	1	373	7.78e-90	44.898	392
M_mag.00g138550.m01	465	720	209	Q38PU4	sp|Q38PU4|GRIK1_MACFA	52	294	6.89e-17	22.868	258
M_mag.00g138560.m01	2	114	135	Q7RTY0	sp|Q7RTY0|MOT13_HUMAN	48	160	8.97e-09	28.319	113
M_mag.00g138640.m01	230	445	163	Q9XYF4	sp|Q9XYF4|DRONC_DROME	1	181	2.52e-12	21.759	216
M_mag.00g138750.m01	4	72	231	Q24564	sp|Q24564|MERH_DROME	7	75	6.12e-23	57.971	69
M_mag.00g138780.m01	139	287	211	Q68FJ8	sp|Q68FJ8|TM1L2_XENLA	3	161	9.24e-19	39.623	159
M_mag.00g138960.m01	438	839	281	P21328	sp|P21328|RTJK_DROME	92	476	1.56e-24	25.962	416
M_mag.00g138990.m01	526	833	287	Q9NBX4	sp|Q9NBX4|RTXE_DROME	1	295	2.76e-26	27.885	312
M_mag.00g139020.m01	2	47	223	Q5XGA9	sp|Q5XGA9|NAA50_XENTR	24	69	8.43e-24	91.304	46
M_mag.00g139180.m01	598	693	140	Q99PL5	sp|Q99PL5|RRBP1_MOUSE	19	114	2.24e-09	39.583	96
M_mag.00g139270.m01	52	256	289	Q9N294	sp|Q9N294|B3GT5_PANPA	176	400	8.34e-28	34.632	231
M_mag.00g139310.m01	591	988	850	O60318	sp|O60318|GANP_HUMAN	494	898	9.04e-91	42.439	410
M_mag.00g139390.m01	36	443	2063	Q25008	sp|Q25008|TBA1_HOMAM	1	408	0.0	97.059	408
M_mag.00g139440.m01	639	987	344	Q6R5N8	sp|Q6R5N8|TLR13_MOUSE	5	330	1.61e-34	32.113	355
M_mag.00g139490.m01	92	314	279	Q7K175	sp|Q7K175|HENMT_DROME	1	221	5.84e-27	31.950	241
M_mag.00g139550.m01	27	502	528	B2D0J5	sp|B2D0J5|EST6_APIME	75	566	1.26e-58	29.860	499
M_mag.00g139590.m01	114	459	1400	Q9VYG2	sp|Q9VYG2|BAP60_DROME	50	397	0.0	79.370	349
M_mag.00g139600.m01	70	273	778	Q16181	sp|Q16181|SEPT7_HUMAN	1	201	1.08e-101	71.569	204
M_mag.00g139650.m01	25	325	458	Q9NP59	sp|Q9NP59|S40A1_HUMAN	99	384	2.23e-50	35.216	301
M_mag.00g139740.m01	9	301	553	Q3SWX0	sp|Q3SWX0|NIPA2_BOVIN	31	322	1.36e-64	44.710	293
M_mag.00g139750.m01	1	586	1048	Q6DFJ6	sp|Q6DFJ6|TBK1_XENLA	4	584	7.16e-131	37.194	613
M_mag.00g140090.m01	1701	2703	1350	O61307	sp|O61307|TENM_DROME	10	993	4.15e-159	33.729	1011
M_mag.00g140130.m01	477	605	357	O61307	sp|O61307|TENM_DROME	6	134	1.10e-38	50.769	130
M_mag.00g140400.m01	57	344	413	Q3SZE9	sp|Q3SZE9|TBCC_BOVIN	46	337	2.39e-46	31.208	298
M_mag.00g140410.m01	151	226	193	Q9NW07	sp|Q9NW07|ZN358_HUMAN	137	214	1.27e-14	48.101	79
M_mag.00g140420.m01	621	669	151	P41696	sp|P41696|AZF1_YEAST	33	81	1.27e-11	55.102	49
M_mag.00g140430.m01	102	212	409	Q9W0K7	sp|Q9W0K7|BAB1_DROME	26	136	1.81e-43	60.360	111
M_mag.00g140540.m01	161	974	1287	P12024	sp|P12024|CHAO_DROME	3	798	3.53e-159	38.773	815
M_mag.00g140610.m01	229	622	705	P20825	sp|P20825|POL2_DROME	1	392	1.21e-82	38.847	399
M_mag.00g140780.m01	586	1222	1458	Q00341	sp|Q00341|VIGLN_HUMAN	4	614	0.0	48.212	643
M_mag.00g140790.m01	27	274	591	P81021	sp|P81021|VIGLN_CHICK	36	287	1.11e-67	46.825	252
M_mag.00g140830.m01	582	805	333	Q9N0E7	sp|Q9N0E7|MOCOS_BOVIN	108	329	1.39e-32	36.087	230
M_mag.00g140840.m01	131	602	1397	Q9NV58	sp|Q9NV58|RN19A_HUMAN	93	552	0.0	55.950	479
M_mag.00g140850.m01	495	1217	1460	O94966	sp|O94966|UBP19_HUMAN	451	1168	4.65e-179	42.954	738
M_mag.00g140860.m01	150	710	2039	D3Z902	sp|D3Z902|FBXW7_RAT	324	864	0.0	68.070	570
M_mag.00g140940.m01	129	286	383	Q6GN16	sp|Q6GN16|PI4KB_XENLA	241	432	2.64e-38	44.330	194
M_mag.00g140950.m01	340	835	1481	Q49GP3	sp|Q49GP3|PI4KB_DANRE	22	547	0.0	56.180	534
